external_gene_name	ensembl_gene_id	go_id	name_1006
PRDX5	ENSG00000126432	GO:0006954	inflammatory response
PRDX5	ENSG00000126432	GO:0098869	cellular oxidant detoxification
PRDX5	ENSG00000126432	GO:0005777	peroxisome
PRDX5	ENSG00000126432	GO:0004601	peroxidase activity
PRDX5	ENSG00000126432	GO:0006915	apoptotic process
PRDX5	ENSG00000126432	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
PRDX5	ENSG00000126432	GO:0070062	extracellular exosome
PRDX5	ENSG00000126432	GO:0005759	mitochondrial matrix
PRDX5	ENSG00000126432	GO:0016480	negative regulation of transcription by RNA polymerase III
PRDX5	ENSG00000126432	GO:0006979	response to oxidative stress
PRDX5	ENSG00000126432	GO:0005782	peroxisomal matrix
PRDX5	ENSG00000126432	GO:0034599	cellular response to oxidative stress
PRDX5	ENSG00000126432	GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process
PRDX5	ENSG00000126432	GO:0042744	hydrogen peroxide catabolic process
PRDX5	ENSG00000126432	GO:0016209	antioxidant activity
PRDX5	ENSG00000126432	GO:0034614	cellular response to reactive oxygen species
PRDX5	ENSG00000126432	GO:0051920	peroxiredoxin activity
PRDX5	ENSG00000126432	GO:0001016	RNA polymerase III regulatory region DNA binding
PRDX5	ENSG00000126432	GO:0008379	thioredoxin peroxidase activity
GNPAT	ENSG00000116906	GO:0016746	transferase activity, transferring acyl groups
GNPAT	ENSG00000116906	GO:0005777	peroxisome
GNPAT	ENSG00000116906	GO:0008374	O-acyltransferase activity
GNPAT	ENSG00000116906	GO:0044255	cellular lipid metabolic process
GNPAT	ENSG00000116906	GO:0016287	glycerone-phosphate O-acyltransferase activity
GNPAT	ENSG00000116906	GO:0008611	ether lipid biosynthetic process
GNPAT	ENSG00000116906	GO:0016020	membrane
GNPAT	ENSG00000116906	GO:0016740	transferase activity
GNPAT	ENSG00000116906	GO:0005778	peroxisomal membrane
GNPAT	ENSG00000116906	GO:0005829	cytosol
GNPAT	ENSG00000116906	GO:0008654	phospholipid biosynthetic process
GNPAT	ENSG00000116906	GO:0006650	glycerophospholipid metabolic process
GNPAT	ENSG00000116906	GO:0006625	protein targeting to peroxisome
GNPAT	ENSG00000116906	GO:0005782	peroxisomal matrix
GNPAT	ENSG00000116906	GO:0031966	mitochondrial membrane
GNPAT	ENSG00000116906	GO:0016290	palmitoyl-CoA hydrolase activity
GNPAT	ENSG00000116906	GO:0006631	fatty acid metabolic process
GNPAT	ENSG00000116906	GO:0006654	phosphatidic acid biosynthetic process
GNPAT	ENSG00000116906	GO:0003824	catalytic activity
GNPAT	ENSG00000116906	GO:0007416	synapse assembly
GNPAT	ENSG00000116906	GO:0007584	response to nutrient
GNPAT	ENSG00000116906	GO:0021587	cerebellum morphogenesis
GNPAT	ENSG00000116906	GO:0030913	paranodal junction assembly
GNPAT	ENSG00000116906	GO:0042493	response to drug
GNPAT	ENSG00000116906	GO:0042552	myelination
GNPAT	ENSG00000116906	GO:0042594	response to starvation
GNPAT	ENSG00000116906	GO:0061024	membrane organization
GNPAT	ENSG00000116906	GO:0070542	response to fatty acid
GNPAT	ENSG00000116906	GO:0005739	mitochondrion
DNM1L	ENSG00000087470	GO:0005525	GTP binding
DNM1L	ENSG00000087470	GO:0003924	GTPase activity
DNM1L	ENSG00000087470	GO:0016559	peroxisome fission
DNM1L	ENSG00000087470	GO:0000266	mitochondrial fission
DNM1L	ENSG00000087470	GO:0005737	cytoplasm
DNM1L	ENSG00000087470	GO:0016020	membrane
DNM1L	ENSG00000087470	GO:0043231	intracellular membrane-bounded organelle
DNM1L	ENSG00000087470	GO:0000166	nucleotide binding
DNM1L	ENSG00000087470	GO:0005829	cytosol
DNM1L	ENSG00000087470	GO:0016787	hydrolase activity
DNM1L	ENSG00000087470	GO:0005794	Golgi apparatus
DNM1L	ENSG00000087470	GO:0005739	mitochondrion
DNM1L	ENSG00000087470	GO:0042803	protein homodimerization activity
DNM1L	ENSG00000087470	GO:0043547	positive regulation of GTPase activity
DNM1L	ENSG00000087470	GO:0005515	protein binding
DNM1L	ENSG00000087470	GO:0048511	rhythmic process
DNM1L	ENSG00000087470	GO:0048471	perinuclear region of cytoplasm
DNM1L	ENSG00000087470	GO:0030054	cell junction
DNM1L	ENSG00000087470	GO:0031410	cytoplasmic vesicle
DNM1L	ENSG00000087470	GO:0042802	identical protein binding
DNM1L	ENSG00000087470	GO:0005741	mitochondrial outer membrane
DNM1L	ENSG00000087470	GO:0008289	lipid binding
DNM1L	ENSG00000087470	GO:0005905	clathrin-coated pit
DNM1L	ENSG00000087470	GO:0045202	synapse
DNM1L	ENSG00000087470	GO:0005777	peroxisome
DNM1L	ENSG00000087470	GO:0006897	endocytosis
DNM1L	ENSG00000087470	GO:0010821	regulation of mitochondrion organization
DNM1L	ENSG00000087470	GO:0005783	endoplasmic reticulum
DNM1L	ENSG00000087470	GO:0008017	microtubule binding
DNM1L	ENSG00000087470	GO:0012505	endomembrane system
DNM1L	ENSG00000087470	GO:0032991	protein-containing complex
DNM1L	ENSG00000087470	GO:0043065	positive regulation of apoptotic process
DNM1L	ENSG00000087470	GO:0031625	ubiquitin protein ligase binding
DNM1L	ENSG00000087470	GO:0001836	release of cytochrome c from mitochondria
DNM1L	ENSG00000087470	GO:1903146	regulation of autophagy of mitochondrion
DNM1L	ENSG00000087470	GO:0030742	GTP-dependent protein binding
DNM1L	ENSG00000087470	GO:0065003	protein-containing complex assembly
DNM1L	ENSG00000087470	GO:0005874	microtubule
DNM1L	ENSG00000087470	GO:0099073	mitochondrion-derived vesicle
DNM1L	ENSG00000087470	GO:0005096	GTPase activator activity
DNM1L	ENSG00000087470	GO:0017137	Rab GTPase binding
DNM1L	ENSG00000087470	GO:0003374	dynamin family protein polymerization involved in mitochondrial fission
DNM1L	ENSG00000087470	GO:0007005	mitochondrion organization
DNM1L	ENSG00000087470	GO:0008637	apoptotic mitochondrial changes
DNM1L	ENSG00000087470	GO:0012501	programmed cell death
DNM1L	ENSG00000087470	GO:0043653	mitochondrial fragmentation involved in apoptotic process
DNM1L	ENSG00000087470	GO:0048285	organelle fission
DNM1L	ENSG00000087470	GO:0048312	intracellular distribution of mitochondria
DNM1L	ENSG00000087470	GO:0050714	positive regulation of protein secretion
DNM1L	ENSG00000087470	GO:0051259	protein complex oligomerization
DNM1L	ENSG00000087470	GO:0061025	membrane fusion
DNM1L	ENSG00000087470	GO:0070266	necroptotic process
DNM1L	ENSG00000087470	GO:0070584	mitochondrion morphogenesis
DNM1L	ENSG00000087470	GO:0090023	positive regulation of neutrophil chemotaxis
DNM1L	ENSG00000087470	GO:0090141	positive regulation of mitochondrial fission
DNM1L	ENSG00000087470	GO:0090149	mitochondrial membrane fission
DNM1L	ENSG00000087470	GO:0090200	positive regulation of release of cytochrome c from mitochondria
DNM1L	ENSG00000087470	GO:0097194	execution phase of apoptosis
DNM1L	ENSG00000087470	GO:1900063	regulation of peroxisome organization
DNM1L	ENSG00000087470	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
DNM1L	ENSG00000087470	GO:0005789	endoplasmic reticulum membrane
DNM1L	ENSG00000087470	GO:0030672	synaptic vesicle membrane
DNM1L	ENSG00000087470	GO:0030276	clathrin binding
DNM1L	ENSG00000087470	GO:0044877	protein-containing complex binding
DNM1L	ENSG00000087470	GO:0051433	BH2 domain binding
DNM1L	ENSG00000087470	GO:0006816	calcium ion transport
DNM1L	ENSG00000087470	GO:0010468	regulation of gene expression
DNM1L	ENSG00000087470	GO:0010637	negative regulation of mitochondrial fusion
DNM1L	ENSG00000087470	GO:0036466	synaptic vesicle recycling via endosome
DNM1L	ENSG00000087470	GO:0048488	synaptic vesicle endocytosis
DNM1L	ENSG00000087470	GO:0060047	heart contraction
DNM1L	ENSG00000087470	GO:0061003	positive regulation of dendritic spine morphogenesis
DNM1L	ENSG00000087470	GO:0070585	protein localization to mitochondrion
DNM1L	ENSG00000087470	GO:0071396	cellular response to lipid
DNM1L	ENSG00000087470	GO:0090650	cellular response to oxygen-glucose deprivation
DNM1L	ENSG00000087470	GO:1900244	positive regulation of synaptic vesicle endocytosis
DNM1L	ENSG00000087470	GO:1903578	regulation of ATP metabolic process
DNM1L	ENSG00000087470	GO:1904579	cellular response to thapsigargin
DNM1L	ENSG00000087470	GO:1904666	regulation of ubiquitin protein ligase activity
DNM1L	ENSG00000087470	GO:1905395	response to flavonoid
DNM1L	ENSG00000087470	GO:1990910	response to hypobaric hypoxia
DNM1L	ENSG00000087470	GO:2000302	positive regulation of synaptic vesicle exocytosis
DNM1L	ENSG00000087470	GO:0000139	Golgi membrane
DNM1L	ENSG00000087470	GO:0005903	brush border
DNM1L	ENSG00000087470	GO:0031966	mitochondrial membrane
DNM1L	ENSG00000087470	GO:0098835	presynaptic endocytic zone membrane
DNM1L	ENSG00000087470	GO:0099503	secretory vesicle
SCP2	ENSG00000116171	GO:0003824	catalytic activity
SCP2	ENSG00000116171	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
SCP2	ENSG00000116171	GO:0005737	cytoplasm
SCP2	ENSG00000116171	GO:0016020	membrane
SCP2	ENSG00000116171	GO:0043231	intracellular membrane-bounded organelle
SCP2	ENSG00000116171	GO:0016740	transferase activity
SCP2	ENSG00000116171	GO:0005654	nucleoplasm
SCP2	ENSG00000116171	GO:0005739	mitochondrion
SCP2	ENSG00000116171	GO:0016746	transferase activity, transferring acyl groups
SCP2	ENSG00000116171	GO:0005515	protein binding
SCP2	ENSG00000116171	GO:0005777	peroxisome
SCP2	ENSG00000116171	GO:0006869	lipid transport
SCP2	ENSG00000116171	GO:0008289	lipid binding
SCP2	ENSG00000116171	GO:0007031	peroxisome organization
SCP2	ENSG00000116171	GO:0005829	cytosol
SCP2	ENSG00000116171	GO:0032991	protein-containing complex
SCP2	ENSG00000116171	GO:0006625	protein targeting to peroxisome
SCP2	ENSG00000116171	GO:0005782	peroxisomal matrix
SCP2	ENSG00000116171	GO:0005102	signaling receptor binding
SCP2	ENSG00000116171	GO:0006699	bile acid biosynthetic process
SCP2	ENSG00000116171	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase
SCP2	ENSG00000116171	GO:0036109	alpha-linolenic acid metabolic process
SCP2	ENSG00000116171	GO:0006635	fatty acid beta-oxidation
SCP2	ENSG00000116171	GO:0015485	cholesterol binding
SCP2	ENSG00000116171	GO:0008206	bile acid metabolic process
SCP2	ENSG00000116171	GO:0036042	long-chain fatty acyl-CoA binding
SCP2	ENSG00000116171	GO:0003988	acetyl-CoA C-acyltransferase activity
SCP2	ENSG00000116171	GO:0050633	acetyl-CoA C-myristoyltransferase activity
SCP2	ENSG00000116171	GO:0006694	steroid biosynthetic process
SCP2	ENSG00000116171	GO:0032934	sterol binding
SCP2	ENSG00000116171	GO:0000062	fatty-acyl-CoA binding
SCP2	ENSG00000116171	GO:0033814	propanoyl-CoA C-acyltransferase activity
SCP2	ENSG00000116171	GO:0050632	propionyl-CoA C2-trimethyltridecanoyltransferase activity
SCP2	ENSG00000116171	GO:0070538	oleic acid binding
SCP2	ENSG00000116171	GO:0015914	phospholipid transport
SCP2	ENSG00000116171	GO:0032385	positive regulation of intracellular cholesterol transport
SCP2	ENSG00000116171	GO:1901373	lipid hydroperoxide transport
AGXT	ENSG00000172482	GO:0003824	catalytic activity
AGXT	ENSG00000172482	GO:0043231	intracellular membrane-bounded organelle
AGXT	ENSG00000172482	GO:0016740	transferase activity
AGXT	ENSG00000172482	GO:0005739	mitochondrion
AGXT	ENSG00000172482	GO:0042803	protein homodimerization activity
AGXT	ENSG00000172482	GO:0005515	protein binding
AGXT	ENSG00000172482	GO:0008483	transaminase activity
AGXT	ENSG00000172482	GO:0005777	peroxisome
AGXT	ENSG00000172482	GO:0042802	identical protein binding
AGXT	ENSG00000172482	GO:0005829	cytosol
AGXT	ENSG00000172482	GO:0034641	cellular nitrogen compound metabolic process
AGXT	ENSG00000172482	GO:0006625	protein targeting to peroxisome
AGXT	ENSG00000172482	GO:0005782	peroxisomal matrix
AGXT	ENSG00000172482	GO:0030170	pyridoxal phosphate binding
AGXT	ENSG00000172482	GO:0043621	protein self-association
AGXT	ENSG00000172482	GO:0004760	serine-pyruvate transaminase activity
AGXT	ENSG00000172482	GO:0008453	alanine-glyoxylate transaminase activity
AGXT	ENSG00000172482	GO:0016597	amino acid binding
AGXT	ENSG00000172482	GO:0007219	Notch signaling pathway
AGXT	ENSG00000172482	GO:0009436	glyoxylate catabolic process
AGXT	ENSG00000172482	GO:0019265	glycine biosynthetic process, by transamination of glyoxylate
AGXT	ENSG00000172482	GO:0019448	L-cysteine catabolic process
AGXT	ENSG00000172482	GO:0042853	L-alanine catabolic process
AGXT	ENSG00000172482	GO:0042866	pyruvate biosynthetic process
AGXT	ENSG00000172482	GO:0046487	glyoxylate metabolic process
AGXT	ENSG00000172482	GO:0046724	oxalic acid secretion
AGXT	ENSG00000172482	GO:0051384	response to glucocorticoid
AGXT	ENSG00000172482	GO:0051591	response to cAMP
AGXT	ENSG00000172482	GO:0005759	mitochondrial matrix
PEX16	ENSG00000121680	GO:0016020	membrane
PEX16	ENSG00000121680	GO:0016021	integral component of membrane
PEX16	ENSG00000121680	GO:0005783	endoplasmic reticulum
PEX16	ENSG00000121680	GO:0005789	endoplasmic reticulum membrane
PEX16	ENSG00000121680	GO:0005515	protein binding
PEX16	ENSG00000121680	GO:0005777	peroxisome
PEX16	ENSG00000121680	GO:0005778	peroxisomal membrane
PEX16	ENSG00000121680	GO:0008022	protein C-terminus binding
PEX16	ENSG00000121680	GO:0007031	peroxisome organization
PEX16	ENSG00000121680	GO:0006625	protein targeting to peroxisome
PEX16	ENSG00000121680	GO:0005779	integral component of peroxisomal membrane
PEX16	ENSG00000121680	GO:0016558	protein import into peroxisome matrix
PEX16	ENSG00000121680	GO:0022615	protein to membrane docking
PEX16	ENSG00000121680	GO:0045046	protein import into peroxisome membrane
PEX16	ENSG00000121680	GO:0016557	peroxisome membrane biogenesis
PEX16	ENSG00000121680	GO:0032581	ER-dependent peroxisome organization
PEX16	ENSG00000121680	GO:0106101	ER-dependent peroxisome localization
GSTK1	ENSG00000197448	GO:0015035	protein disulfide oxidoreductase activity
GSTK1	ENSG00000197448	GO:0055114	oxidation-reduction process
GSTK1	ENSG00000197448	GO:0005777	peroxisome
GSTK1	ENSG00000197448	GO:0016020	membrane
GSTK1	ENSG00000197448	GO:0016740	transferase activity
GSTK1	ENSG00000197448	GO:0005515	protein binding
GSTK1	ENSG00000197448	GO:0098869	cellular oxidant detoxification
GSTK1	ENSG00000197448	GO:0005739	mitochondrion
GSTK1	ENSG00000197448	GO:0004364	glutathione transferase activity
GSTK1	ENSG00000197448	GO:0006749	glutathione metabolic process
GSTK1	ENSG00000197448	GO:0005829	cytosol
GSTK1	ENSG00000197448	GO:0070062	extracellular exosome
GSTK1	ENSG00000197448	GO:0005759	mitochondrial matrix
GSTK1	ENSG00000197448	GO:0006625	protein targeting to peroxisome
GSTK1	ENSG00000197448	GO:0005782	peroxisomal matrix
GSTK1	ENSG00000197448	GO:0030855	epithelial cell differentiation
GSTK1	ENSG00000197448	GO:0004602	glutathione peroxidase activity
GSTK1	ENSG00000197448	GO:1901687	glutathione derivative biosynthetic process
GSTK1	ENSG00000197448	GO:0005622	intracellular
CROT	ENSG00000005469	GO:0016746	transferase activity, transferring acyl groups
CROT	ENSG00000005469	GO:0043231	intracellular membrane-bounded organelle
CROT	ENSG00000005469	GO:0016740	transferase activity
CROT	ENSG00000005469	GO:0006629	lipid metabolic process
CROT	ENSG00000005469	GO:0006631	fatty acid metabolic process
CROT	ENSG00000005469	GO:0005777	peroxisome
CROT	ENSG00000005469	GO:0005829	cytosol
CROT	ENSG00000005469	GO:0006625	protein targeting to peroxisome
CROT	ENSG00000005469	GO:0005782	peroxisomal matrix
CROT	ENSG00000005469	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase
CROT	ENSG00000005469	GO:0006635	fatty acid beta-oxidation
CROT	ENSG00000005469	GO:0006091	generation of precursor metabolites and energy
CROT	ENSG00000005469	GO:0009437	carnitine metabolic process
CROT	ENSG00000005469	GO:0008458	carnitine O-octanoyltransferase activity
CROT	ENSG00000005469	GO:0015908	fatty acid transport
CROT	ENSG00000005469	GO:0015936	coenzyme A metabolic process
CROT	ENSG00000005469	GO:0051791	medium-chain fatty acid metabolic process
NUDT7	ENSG00000140876	GO:0000287	magnesium ion binding
NUDT7	ENSG00000140876	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
NUDT7	ENSG00000140876	GO:0030145	manganese ion binding
NUDT7	ENSG00000140876	GO:0009132	nucleoside diphosphate metabolic process
NUDT7	ENSG00000140876	GO:0016787	hydrolase activity
NUDT7	ENSG00000140876	GO:0003723	RNA binding
NUDT7	ENSG00000140876	GO:0046872	metal ion binding
NUDT7	ENSG00000140876	GO:0005777	peroxisome
NUDT7	ENSG00000140876	GO:0005829	cytosol
NUDT7	ENSG00000140876	GO:0003674	molecular_function
NUDT7	ENSG00000140876	GO:0008150	biological_process
NUDT7	ENSG00000140876	GO:0006625	protein targeting to peroxisome
NUDT7	ENSG00000140876	GO:0009062	fatty acid catabolic process
NUDT7	ENSG00000140876	GO:0005782	peroxisomal matrix
NUDT7	ENSG00000140876	GO:0003986	acetyl-CoA hydrolase activity
NUDT7	ENSG00000140876	GO:0016289	CoA hydrolase activity
NUDT7	ENSG00000140876	GO:0030515	snoRNA binding
NUDT7	ENSG00000140876	GO:0015938	coenzyme A catabolic process
NUDT7	ENSG00000140876	GO:0046356	acetyl-CoA catabolic process
NUDT7	ENSG00000140876	GO:0050873	brown fat cell differentiation
PEX3	ENSG00000034693	GO:0007031	peroxisome organization
PEX3	ENSG00000034693	GO:0005779	integral component of peroxisomal membrane
PEX3	ENSG00000034693	GO:0016020	membrane
PEX3	ENSG00000034693	GO:0016021	integral component of membrane
PEX3	ENSG00000034693	GO:0005654	nucleoplasm
PEX3	ENSG00000034693	GO:0005783	endoplasmic reticulum
PEX3	ENSG00000034693	GO:0005515	protein binding
PEX3	ENSG00000034693	GO:0005777	peroxisome
PEX3	ENSG00000034693	GO:0008289	lipid binding
PEX3	ENSG00000034693	GO:0005778	peroxisomal membrane
PEX3	ENSG00000034693	GO:0055085	transmembrane transport
PEX3	ENSG00000034693	GO:0032991	protein-containing complex
PEX3	ENSG00000034693	GO:0030674	protein binding, bridging
PEX3	ENSG00000034693	GO:0032994	protein-lipid complex
PEX3	ENSG00000034693	GO:0045046	protein import into peroxisome membrane
PEX3	ENSG00000034693	GO:0016557	peroxisome membrane biogenesis
PEX3	ENSG00000034693	GO:0005829	cytosol
STING1	ENSG00000184584	GO:0002218	activation of innate immune response
STING1	ENSG00000184584	GO:0032481	positive regulation of type I interferon production
STING1	ENSG00000184584	GO:0035438	cyclic-di-GMP binding
STING1	ENSG00000184584	GO:0051091	positive regulation of DNA-binding transcription factor activity
STING1	ENSG00000184584	GO:0045944	positive regulation of transcription by RNA polymerase II
STING1	ENSG00000184584	GO:0005737	cytoplasm
STING1	ENSG00000184584	GO:0016020	membrane
STING1	ENSG00000184584	GO:0016021	integral component of membrane
STING1	ENSG00000184584	GO:0000166	nucleotide binding
STING1	ENSG00000184584	GO:0005654	nucleoplasm
STING1	ENSG00000184584	GO:0005829	cytosol
STING1	ENSG00000184584	GO:0005783	endoplasmic reticulum
STING1	ENSG00000184584	GO:0005789	endoplasmic reticulum membrane
STING1	ENSG00000184584	GO:0005768	endosome
STING1	ENSG00000184584	GO:0005739	mitochondrion
STING1	ENSG00000184584	GO:0042803	protein homodimerization activity
STING1	ENSG00000184584	GO:0005886	plasma membrane
STING1	ENSG00000184584	GO:0005515	protein binding
STING1	ENSG00000184584	GO:0048471	perinuclear region of cytoplasm
STING1	ENSG00000184584	GO:0031410	cytoplasmic vesicle
STING1	ENSG00000184584	GO:0005741	mitochondrial outer membrane
STING1	ENSG00000184584	GO:0006914	autophagy
STING1	ENSG00000184584	GO:0002376	immune system process
STING1	ENSG00000184584	GO:0045087	innate immune response
STING1	ENSG00000184584	GO:0042802	identical protein binding
STING1	ENSG00000184584	GO:0051607	defense response to virus
STING1	ENSG00000184584	GO:0005776	autophagosome
STING1	ENSG00000184584	GO:0019901	protein kinase binding
STING1	ENSG00000184584	GO:0000045	autophagosome assembly
STING1	ENSG00000184584	GO:0000421	autophagosome membrane
STING1	ENSG00000184584	GO:0016032	viral process
STING1	ENSG00000184584	GO:0043312	neutrophil degranulation
STING1	ENSG00000184584	GO:0030667	secretory granule membrane
STING1	ENSG00000184584	GO:0051259	protein complex oligomerization
STING1	ENSG00000184584	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane
STING1	ENSG00000184584	GO:0032092	positive regulation of protein binding
STING1	ENSG00000184584	GO:0030659	cytoplasmic vesicle membrane
STING1	ENSG00000184584	GO:0008134	transcription factor binding
STING1	ENSG00000184584	GO:0016239	positive regulation of macroautophagy
STING1	ENSG00000184584	GO:0071407	cellular response to organic cyclic compound
STING1	ENSG00000184584	GO:0071360	cellular response to exogenous dsRNA
STING1	ENSG00000184584	GO:0032479	regulation of type I interferon production
STING1	ENSG00000184584	GO:0002230	positive regulation of defense response to virus by host
STING1	ENSG00000184584	GO:0061507	cyclic-GMP-AMP binding
STING1	ENSG00000184584	GO:0031625	ubiquitin protein ligase binding
STING1	ENSG00000184584	GO:0010468	regulation of gene expression
STING1	ENSG00000184584	GO:0031323	regulation of cellular metabolic process
STING1	ENSG00000184584	GO:0032608	interferon-beta production
STING1	ENSG00000184584	GO:0035458	cellular response to interferon-beta
STING1	ENSG00000184584	GO:0050727	regulation of inflammatory response
STING1	ENSG00000184584	GO:0061709	reticulophagy
STING1	ENSG00000184584	GO:0005777	peroxisome
STING1	ENSG00000184584	GO:0005794	Golgi apparatus
STING1	ENSG00000184584	GO:0030176	integral component of endoplasmic reticulum membrane
STING1	ENSG00000184584	GO:1990701	integral component of endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane
MYO5A	ENSG00000197535	GO:0005524	ATP binding
MYO5A	ENSG00000197535	GO:0005515	protein binding
MYO5A	ENSG00000197535	GO:0051015	actin filament binding
MYO5A	ENSG00000197535	GO:0003774	motor activity
MYO5A	ENSG00000197535	GO:0016459	myosin complex
MYO5A	ENSG00000197535	GO:0005623	cell
MYO5A	ENSG00000197535	GO:0003723	RNA binding
MYO5A	ENSG00000197535	GO:0005737	cytoplasm
MYO5A	ENSG00000197535	GO:0016020	membrane
MYO5A	ENSG00000197535	GO:0015031	protein transport
MYO5A	ENSG00000197535	GO:0000166	nucleotide binding
MYO5A	ENSG00000197535	GO:0005783	endoplasmic reticulum
MYO5A	ENSG00000197535	GO:0003779	actin binding
MYO5A	ENSG00000197535	GO:0005829	cytosol
MYO5A	ENSG00000197535	GO:0042470	melanosome
MYO5A	ENSG00000197535	GO:0016192	vesicle-mediated transport
MYO5A	ENSG00000197535	GO:0005764	lysosome
MYO5A	ENSG00000197535	GO:0005777	peroxisome
MYO5A	ENSG00000197535	GO:0005769	early endosome
MYO5A	ENSG00000197535	GO:0005516	calmodulin binding
MYO5A	ENSG00000197535	GO:0043005	neuron projection
MYO5A	ENSG00000197535	GO:0030426	growth cone
MYO5A	ENSG00000197535	GO:0070062	extracellular exosome
MYO5A	ENSG00000197535	GO:0015629	actin cytoskeleton
MYO5A	ENSG00000197535	GO:0005770	late endosome
MYO5A	ENSG00000197535	GO:0055037	recycling endosome
MYO5A	ENSG00000197535	GO:0000146	microfilament motor activity
MYO5A	ENSG00000197535	GO:0030898	actin-dependent ATPase activity
MYO5A	ENSG00000197535	GO:0007015	actin filament organization
MYO5A	ENSG00000197535	GO:0030050	vesicle transport along actin filament
MYO5A	ENSG00000197535	GO:0001726	ruffle
MYO5A	ENSG00000197535	GO:0031982	vesicle
MYO5A	ENSG00000197535	GO:0032869	cellular response to insulin stimulus
MYO5A	ENSG00000197535	GO:0005884	actin filament
MYO5A	ENSG00000197535	GO:0072659	protein localization to plasma membrane
MYO5A	ENSG00000197535	GO:0017137	Rab GTPase binding
MYO5A	ENSG00000197535	GO:0006892	post-Golgi vesicle-mediated transport
MYO5A	ENSG00000197535	GO:0030048	actin filament-based movement
MYO5A	ENSG00000197535	GO:0032433	filopodium tip
MYO5A	ENSG00000197535	GO:0032593	insulin-responsive compartment
MYO5A	ENSG00000197535	GO:0032402	melanosome transport
MYO5A	ENSG00000197535	GO:0005509	calcium ion binding
MYO5A	ENSG00000197535	GO:0042802	identical protein binding
MYO5A	ENSG00000197535	GO:0097718	disordered domain specific binding
MYO5A	ENSG00000197535	GO:0006582	melanin metabolic process
MYO5A	ENSG00000197535	GO:0006887	exocytosis
MYO5A	ENSG00000197535	GO:0007268	chemical synaptic transmission
MYO5A	ENSG00000197535	GO:0007601	visual perception
MYO5A	ENSG00000197535	GO:0030073	insulin secretion
MYO5A	ENSG00000197535	GO:0030318	melanocyte differentiation
MYO5A	ENSG00000197535	GO:0031585	regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity
MYO5A	ENSG00000197535	GO:0031987	locomotion involved in locomotory behavior
MYO5A	ENSG00000197535	GO:0032252	secretory granule localization
MYO5A	ENSG00000197535	GO:0032400	melanosome localization
MYO5A	ENSG00000197535	GO:0042438	melanin biosynthetic process
MYO5A	ENSG00000197535	GO:0042476	odontogenesis
MYO5A	ENSG00000197535	GO:0042552	myelination
MYO5A	ENSG00000197535	GO:0042759	long-chain fatty acid biosynthetic process
MYO5A	ENSG00000197535	GO:0043473	pigmentation
MYO5A	ENSG00000197535	GO:0048066	developmental pigmentation
MYO5A	ENSG00000197535	GO:0048820	hair follicle maturation
MYO5A	ENSG00000197535	GO:0050808	synapse organization
MYO5A	ENSG00000197535	GO:0051643	endoplasmic reticulum localization
MYO5A	ENSG00000197535	GO:0099089	establishment of endoplasmic reticulum localization to postsynapse
MYO5A	ENSG00000197535	GO:0099566	regulation of postsynaptic cytosolic calcium ion concentration
MYO5A	ENSG00000197535	GO:0001750	photoreceptor outer segment
MYO5A	ENSG00000197535	GO:0005790	smooth endoplasmic reticulum
MYO5A	ENSG00000197535	GO:0005794	Golgi apparatus
MYO5A	ENSG00000197535	GO:0005882	intermediate filament
MYO5A	ENSG00000197535	GO:0016461	unconventional myosin complex
MYO5A	ENSG00000197535	GO:0030141	secretory granule
MYO5A	ENSG00000197535	GO:0035371	microtubule plus-end
MYO5A	ENSG00000197535	GO:0042641	actomyosin
MYO5A	ENSG00000197535	GO:0043025	neuronal cell body
MYO5A	ENSG00000197535	GO:0098794	postsynapse
MYO5A	ENSG00000197535	GO:0098978	glutamatergic synapse
MTARC2	ENSG00000117791	GO:0003824	catalytic activity
MTARC2	ENSG00000117791	GO:0030170	pyridoxal phosphate binding
MTARC2	ENSG00000117791	GO:0030151	molybdenum ion binding
MTARC2	ENSG00000117791	GO:0016020	membrane
MTARC2	ENSG00000117791	GO:0016491	oxidoreductase activity
MTARC2	ENSG00000117791	GO:0055114	oxidation-reduction process
MTARC2	ENSG00000117791	GO:0005739	mitochondrion
MTARC2	ENSG00000117791	GO:0005741	mitochondrial outer membrane
MTARC2	ENSG00000117791	GO:0005777	peroxisome
MTARC2	ENSG00000117791	GO:0006805	xenobiotic metabolic process
MTARC2	ENSG00000117791	GO:0043546	molybdopterin cofactor binding
MTARC2	ENSG00000117791	GO:0008940	nitrate reductase activity
MTARC2	ENSG00000117791	GO:0042126	nitrate metabolic process
MTARC2	ENSG00000117791	GO:0051410	detoxification of nitrogen compound
MARF1	ENSG00000166783	GO:0003676	nucleic acid binding
MARF1	ENSG00000166783	GO:0005777	peroxisome
