gene_id	gene_name	UPF1_log2FC	UPF1_padj	NBAS_log2FC	NBAS_padj	Frac-seq	APEX-seq	ER-RiboProf	ER-overlap
ENSG00000188558	OR2G6	0.061126317	0.8883069	0.188244517	NA	NA	NA	NA	NA
ENSG00000188559	RALGAPA2	0.069455731	0.69242383	0.065099588	0.819423746	0	0	0	0
ENSG00000188566	NDOR1	0.276395512	0.001419021	0.077002909	0.727606476	0	1	0	1
ENSG00000188573	FBLL1	0.491960819	NA	-0.050916365	NA	0	0	0	0
ENSG00000188580	NKAIN2	0.01925944	NA	0.013739454	NA	0	0	0	0
ENSG00000188582	PAQR9	0.224230686	0.574130792	0.287331957	NA	0	0	0	0
ENSG00000188585	CLEC20A	-0.0441582	NA	-0.003985932	NA	0	0	0	0
ENSG00000188596	CFAP54	0.039168175	0.899107731	-0.150439686	0.601914851	0	0	0	0
ENSG00000188603	CLN3	0.441102739	0.002250573	0.266181512	0.095728507	0	0	0	0
ENSG00000188610	FAM72B	0.000480594	0.999150624	0.228602433	0.326607029	0	1	0	1
ENSG00000188611	ASAH2	0.892654114	0.000551206	0.177113292	0.42119141	0	0	0	0
ENSG00000188612	SUMO2	-0.373193705	4.65E-05	-0.02518694	0.924028159	0	0	0	0
ENSG00000188613	NANOS1	0.235934486	0.507878332	0.06577862	NA	0	0	0	0
ENSG00000188620	HMX3	-0.016432197	NA	-0.002974883	NA	0	0	0	0
ENSG00000188624	IGFL3	0.231107117	NA	0.022877987	NA	NA	NA	NA	NA
ENSG00000188629	ZNF177	0.846682441	0.002344901	0.083889586	NA	NA	NA	NA	NA
ENSG00000188636	RTL6	-0.340153604	3.77E-06	0.021711255	0.937359527	0	1	0	1
ENSG00000188641	DPYD	-0.008467486	0.958804097	0.169795808	0.16239324	0	0	0	0
ENSG00000188643	S100A16	-0.314386241	0.163591212	-0.130299023	0.675027479	0	0	0	0
ENSG00000188647	PTAR1	0.003560136	0.988257072	0.007927019	0.986716688	0	1	0	1
ENSG00000188649	CC2D2B	-0.009508401	0.985808532	-0.017971969	NA	0	0	0	0
ENSG00000188655	RNASE9	NA	NA	0.002287151	NA	0	0	0	0
ENSG00000188659	SAXO2	0.273992263	0.457764129	0.178064389	NA	0	0	0	0
ENSG00000188660	LINC00319	0.383808514	0.068890638	0.07390485	0.850817799	0	0	0	0
ENSG00000188672	RHCE	0.131364764	NA	-0.044901924	NA	0	0	0	0
ENSG00000188674	C2orf80	-0.210824148	NA	0.021415079	NA	0	0	0	0
ENSG00000188676	IDO2	0.011322479	NA	NA	NA	0	0	0	0
ENSG00000188677	PARVB	-0.327798361	0.002447155	-0.107884364	0.653558781	0	0	0	0
ENSG00000188687	SLC4A5	-0.017565209	0.960869511	0.112108966	0.745370859	0	0	0	0
ENSG00000188690	UROS	0.351280042	3.32E-05	0.110610548	0.572895205	0	0	0	0
ENSG00000188693	CYP51A1-AS1	0.442506448	0.1766162	0.07032646	NA	0	0	0	0
ENSG00000188706	ZDHHC9	0.099404878	0.541686638	0.098528939	0.681714857	1	1	0	2
ENSG00000188707	ZBED6CL	-0.03871616	0.893361906	-0.111725179	0.720877481	0	1	0	1
ENSG00000188710	QRFP	0.17987793	0.636548954	-0.057050486	NA	0	0	0	0
ENSG00000188716	DUPD1	NA	NA	0.002287151	NA	NA	NA	NA	NA
ENSG00000188725	SMIM15	-0.303974458	0.025599986	-0.254419809	0.189181417	0	0	0	0
ENSG00000188730	VWC2	0.015978825	NA	0.001911901	NA	NA	NA	NA	NA
ENSG00000188732	FAM221A	-0.124764554	0.707656528	-0.114027178	0.750277859	0	0	0	0
ENSG00000188735	TMEM120B	-0.003181606	0.988824487	-0.227686266	0.151240647	0	1	0	1
ENSG00000188738	FSIP2	0.140831853	0.474246683	0.06777112	0.857741565	0	0	0	0
ENSG00000188739	RBM34	0.3531515	0.009904195	-0.081087477	0.778507843	0	0	0	0
ENSG00000188747	NOXA1	-0.343224418	0.215569009	-0.055775864	0.897560637	0	0	0	0
ENSG00000188760	TMEM198	-0.378006377	0.124589347	-0.196059839	0.471981993	0	0	0	0
ENSG00000188761	BCL2L15	0.2160322	NA	0.03021789	NA	0	0	0	0
ENSG00000188763	FZD9	-0.209359524	0.288092714	0.15795316	0.553721833	0	0	0	0
ENSG00000188766	SPRED3	-0.170275674	0.677105339	0.093272032	NA	0	0	0	0
ENSG00000188770	OPTC	0.001977557	NA	-0.061848447	NA	0	0	0	0
ENSG00000188771	PLET1	0.09704011	NA	-0.021104785	NA	0	0	0	0
ENSG00000188778	ADRB3	-0.037519426	NA	0.044706104	NA	NA	NA	NA	NA
ENSG00000188779	SKOR1	0.033493526	0.948577314	0.041601162	NA	0	0	0	0
ENSG00000188783	PRELP	-0.351839185	0.236888578	-0.126353085	NA	0	0	0	0
ENSG00000188784	PLA2G2E	-0.009493528	NA	-0.001220872	NA	0	0	0	0
ENSG00000188785	ZNF548	0.23175819	0.424694296	0.248802191	0.291351401	0	0	0	0
ENSG00000188786	MTF1	0.184550886	0.169458842	0.158331473	0.34192264	0	1	0	1
ENSG00000188803	SHISA6	-0.009493528	NA	0.013879377	NA	NA	NA	NA	NA
ENSG00000188807	TMEM201	0.054462601	0.63520801	-0.062153452	0.746970891	0	1	1	2
ENSG00000188811	NHLRC3	-0.330079399	0.112586354	0.015274839	0.977145544	1	1	0	2
ENSG00000188817	SNTN	0.207511955	0.60490278	-0.100597391	NA	NA	NA	NA	NA
ENSG00000188818	ZDHHC11	0.602504715	4.13E-12	-0.026682706	0.947998365	0	0	0	0
ENSG00000188822	CNR2	0.051925425	0.906983789	0.073784176	NA	0	0	0	0
ENSG00000188825	LINC00910	-0.179111799	0.1240513	-0.041775159	0.87187462	0	0	0	0
ENSG00000188827	SLX4	-0.028774102	0.876065148	-0.010813901	0.978193866	0	0	0	0
ENSG00000188828	GLRA4	0.021083901	NA	NA	NA	NA	NA	NA	NA
ENSG00000188833	ENTPD8	-0.028658002	NA	0.100397276	NA	0	0	0	0
ENSG00000188846	RPL14	-0.264063201	6.61E-08	-0.081018827	0.366199012	0	0	0	0
ENSG00000188848	BEND4	-0.496515666	0.058705279	0.025592113	NA	0	1	0	1
ENSG00000188859	FAM78B	-0.464756218	0.141975993	-0.073892252	NA	0	0	0	0
ENSG00000188868	ZNF563	0.127425135	0.752904477	0.128092635	NA	0	0	0	0
ENSG00000188869	TMC3	0.149391693	0.720280297	0.093136079	NA	0	0	0	0
ENSG00000188878	FBF1	0.571124282	0.002006692	0.165389481	0.576295002	0	0	0	0
ENSG00000188883	KLRG2	0.241096236	0.425060771	0.193635289	NA	0	0	0	0
ENSG00000188886	ASTL	0.052130354	NA	-0.017839987	NA	0	0	0	0
ENSG00000188895	MSL1	-0.500228217	4.80E-06	-0.025932176	0.934940563	0	1	0	1
ENSG00000188897	AC099489.1	1.360806994	6.20E-08	0.206157193	NA	0	0	0	0
ENSG00000188906	LRRK2	0.104075667	0.818977595	-0.026112659	NA	0	0	0	0
ENSG00000188910	GJB3	-0.11895041	0.656047269	0.126013291	0.702683707	0	0	0	0
ENSG00000188916	FAM196A	0.02451315	0.959827098	0.071961187	NA	0	0	0	0
ENSG00000188917	TRMT2B	0.259154655	0.025094266	-0.098717134	0.701979651	0	0	0	0
ENSG00000188921	HACD4	0.179687357	0.512379522	0.124232794	0.719637293	0	0	0	0
ENSG00000188937	NYX	-0.00255844	NA	-0.001220872	NA	0	0	0	0
ENSG00000188938	FAM120AOS	0.332140761	0.000896604	-0.111271114	0.573818705	0	0	0	0
ENSG00000188958	UTS2B	0.262393409	0.319095671	0.241229661	0.314868329	0	0	0	0
ENSG00000188959	C9orf152	0.018085674	NA	-0.036722548	NA	0	0	0	0
ENSG00000188976	NOC2L	-0.062453752	0.336919397	-0.136779059	0.051517869	0	0	0	0
ENSG00000188981	MSANTD1	0.429217387	0.169407399	0.099012998	NA	0	0	0	0
ENSG00000188986	NELFB	-0.017239681	0.885943955	-0.069214665	0.667620387	0	0	1	1
ENSG00000188991	SLC15A5	0.00438381	NA	NA	NA	0	0	0	0
ENSG00000188993	LRRC66	0.1486616	NA	-0.001798662	NA	0	0	0	0
ENSG00000188994	ZNF292	-0.019515036	0.924649431	-0.029934627	0.934666977	0	1	0	1
ENSG00000188996	HUS1B	0.096010752	NA	-0.068380835	NA	0	0	0	0
ENSG00000188997	KCTD21	0.337605217	0.14654756	0.210308851	0.42119141	0	0	0	0
ENSG00000189001	SBSN	0.013383862	NA	-0.002974883	NA	0	0	0	0
ENSG00000189007	ADAT2	0.036297285	0.885595983	-0.174300574	0.520008157	0	1	0	1
ENSG00000189030	VHLL	0.214904852	NA	-0.012233241	NA	0	0	0	0
ENSG00000189042	ZNF567	-0.013310952	0.979363763	-0.090155338	0.783937977	0	0	0	0
ENSG00000189043	NDUFA4	0.02947805	0.733033246	0.010010161	0.964691604	0	0	0	0
ENSG00000189045	ANKDD1B	0.026350803	NA	-0.04313296	NA	0	0	0	0
ENSG00000189046	ALKBH2	-0.229020113	0.211739488	0.083826717	0.791785959	0	0	0	0
ENSG00000189050	RNFT1	0.375128055	0.00246545	0.195374411	0.352831721	0	0	0	0
ENSG00000189051	RNF222	0.242420064	0.523377635	0.028006924	NA	0	0	0	0
ENSG00000189052	CGB5	-0.121051459	NA	-0.029357978	NA	0	0	0	0
ENSG00000189056	RELN	-0.095311044	NA	-0.005453211	NA	0	0	0	0
ENSG00000189057	FAM111B	-0.350617794	5.13E-05	0.116373037	0.398306724	0	0	0	0
ENSG00000189058	APOD	-0.186525023	NA	-0.012292426	NA	0	0	0	0
ENSG00000189060	H1F0	-0.69571856	5.64E-36	-0.120296498	0.172308886	0	1	0	1
ENSG00000189064	GAGE2A	0.150666733	0.227661747	0.122615534	0.573818705	0	0	0	0
ENSG00000189067	LITAF	0.036730135	0.786647441	-0.086849117	0.671004284	0	1	1	2
ENSG00000189077	TMEM120A	0.10967177	0.633290529	-0.062169029	0.877409633	0	0	0	0
ENSG00000189079	ARID2	-0.202212464	0.040384885	-0.029341039	0.888794847	0	1	0	1
ENSG00000189090	FAM25G	-0.002482074	NA	0.00342524	NA	0	0	0	0
ENSG00000189091	SF3B3	-0.159336573	0.099456786	-0.039791876	0.868366651	0	0	0	0
ENSG00000189099	PRSS48	0.038259309	0.94202382	-0.052701857	NA	NA	NA	NA	NA
ENSG00000189114	BLOC1S3	-0.089641039	0.734119459	0.044043468	0.91242664	0	0	0	0
ENSG00000189120	SP6	0.06746309	0.878764575	-0.033955026	NA	0	0	0	0
ENSG00000189127	ANKRD34B	0.00438381	NA	NA	NA	NA	NA	NA	NA
ENSG00000189129	PLAC9	0.526037318	0.09272091	0.014984361	NA	0	0	0	0
ENSG00000189132	FAM47B	-0.009493528	NA	-0.001220872	NA	NA	NA	NA	NA
ENSG00000189134	NKAPL	0.011322479	NA	NA	NA	0	0	0	0
ENSG00000189143	CLDN4	0.093148225	0.815503154	0.033776322	NA	0	0	0	0
ENSG00000189144	ZNF573	0.213171074	0.498113216	0.004901095	0.993519752	0	0	0	0
ENSG00000189152	GRAPL	-0.016680423	NA	0.008568897	NA	0	0	0	0
ENSG00000189157	FAM47E	0.267077939	0.371637262	0.113692393	0.737744102	0	0	0	0
ENSG00000189159	JPT1	-0.414963558	4.66E-07	-0.086698355	0.68795644	0	0	0	0
ENSG00000189164	ZNF527	0.179888571	0.308795259	-0.000728607	0.998418746	0	0	0	0
ENSG00000189167	ZAR1L	-0.058908741	NA	-0.002391123	NA	0	0	0	0
ENSG00000189171	S100A13	-0.014027722	0.961091099	0.016198829	0.971122789	0	1	0	1
ENSG00000189180	ZNF33A	-0.088852899	0.541033083	-0.096727941	0.644745985	0	1	0	1
ENSG00000189184	PCDH18	0.108676286	NA	0.010400893	NA	0	0	0	0
ENSG00000189186	DCAF8L2	NA	NA	0.002287151	NA	NA	NA	NA	NA
ENSG00000189190	ZNF600	-0.150096409	0.598949884	-0.126757367	0.702683707	0	0	0	0
ENSG00000189195	AC104836.1	0.359767155	0.275644668	0.101208836	NA	0	0	0	0
ENSG00000189221	MAOA	0.491291133	NA	-0.0455572	NA	0	0	0	0
ENSG00000189223	PAX8-AS1	0.145959414	0.723816632	-0.130052017	NA	0	0	0	0
ENSG00000189227	C15orf61	-0.226685445	0.530261232	-0.079502953	NA	0	0	1	1
ENSG00000189229	AC069277.1	-0.303671204	0.124182013	0.015067112	0.977145544	0	0	0	0
ENSG00000189233	NUGGC	-0.023285066	0.959395822	-0.098138463	NA	0	0	0	0
ENSG00000189238	LINC00943	0.029215296	NA	0.000228881	NA	0	0	0	0
ENSG00000189241	TSPYL1	-0.330108813	9.08E-07	-0.008782736	0.9697887	0	0	0	0
ENSG00000189266	PNRC2	-0.138654557	0.283451401	-0.035168013	0.90284645	0	0	0	0
ENSG00000189269	DRICH1	0.529414547	0.089333947	-0.007455014	NA	0	0	0	0
ENSG00000189275	LINC01164	0.00630335	NA	0.000534949	NA	0	0	0	0
ENSG00000189280	GJB5	0.176428538	0.662160667	0.220895545	NA	0	0	0	0
ENSG00000189283	FHIT	-0.014446106	0.978485997	0.043222518	NA	0	0	0	0
ENSG00000189292	ALKAL2	0.285217718	0.442779928	0.164478127	NA	0	0	0	0
ENSG00000189295	ANKRD62P1-PARP4P3	0.00438381	NA	NA	NA	NA	NA	NA	NA
ENSG00000189298	ZKSCAN3	0.544878085	0.001635961	0.004479079	0.994534204	0	0	0	0
ENSG00000189299	FOXR2	-0.023370867	NA	-0.004728895	NA	NA	NA	NA	NA
ENSG00000189306	RRP7A	0.311289267	0.000326205	-0.212848965	0.129091628	0	0	0	0
ENSG00000189308	LIN54	-0.106957998	0.361001773	0.097529943	0.588315866	0	1	0	1
ENSG00000189319	FAM53B	0.173418716	0.051265559	-0.05153557	0.852571836	0	0	0	0
ENSG00000189320	FAM180A	0.010150906	NA	0.140388525	NA	0	0	0	0
ENSG00000189325	C6orf222	0.023102153	NA	0.005947891	NA	0	0	0	0
ENSG00000189334	S100A14	-0.030686476	NA	0.002317734	NA	0	0	0	0
ENSG00000189337	KAZN	-0.361783404	0.101847073	-0.123274442	0.710263476	0	1	0	1
ENSG00000189339	SLC35E2B	0.297231051	2.32E-06	0.230554622	0.004448557	0	1	0	1
ENSG00000189343	AC004448.1	-0.009493528	NA	-0.001220872	NA	0	0	0	0
ENSG00000189350	TOGARAM2	-1.111090238	4.75E-09	-0.212135667	0.419134996	0	0	0	0
ENSG00000189362	NEMP2	0.225090984	0.538139453	0.036573737	0.934940563	0	0	0	0
ENSG00000189366	ALG1L	0.282162655	0.445947522	-0.038234938	NA	0	0	0	0
ENSG00000189367	KIAA0408	0.003077864	NA	0.004331878	NA	NA	NA	NA	NA
ENSG00000189376	C8orf76	0.129282299	0.660436716	0.046045351	0.920691348	0	0	0	0
ENSG00000189377	CXCL17	-0.258475872	NA	-0.0359845	NA	0	0	0	0
ENSG00000189401	OTUD6A	0.019021521	NA	0.077587739	NA	0	0	0	0
ENSG00000189403	HMGB1	-0.637538349	5.26E-53	-0.182271128	0.013109449	0	0	0	0
ENSG00000189409	MMP23B	0.075545376	0.875735881	0.087188806	NA	0	0	0	0
ENSG00000189410	SH2D5	0.329438594	0.256288537	0.083008102	NA	0	0	0	0
ENSG00000189419	SPATA41	-0.391245132	0.219312279	-0.150376257	NA	0	0	0	0
ENSG00000189420	ZFP92	-0.298992695	0.126085325	-0.049838173	0.900644067	0	0	0	0
ENSG00000189431	RASSF10	-0.269978192	0.386814927	0.055927222	NA	0	0	0	0
ENSG00000189433	GJB4	0.081058508	NA	-0.001220872	NA	0	0	0	0
ENSG00000196072	BLOC1S2	0.409850828	0.000102827	0.151735125	0.481310267	0	0	0	0
ENSG00000196074	SYCP2	0.738379343	0.001048056	0.240986411	0.264715893	0	0	0	0
ENSG00000196081	ZNF724	-0.164009004	0.40479394	0.135982304	0.659730743	0	0	0	0
ENSG00000196083	IL1RAP	-0.326832372	0.195770253	0.259225846	0.256461174	0	0	0	0
ENSG00000196090	PTPRT	NA	NA	0.002287151	NA	NA	NA	NA	NA
ENSG00000196091	MYBPC1	0.00438381	NA	NA	NA	0	0	0	0
ENSG00000196092	PAX5	-0.402707633	0.200430467	-0.088254023	NA	0	0	0	0
ENSG00000196096	AC079610.1	0.20761706	0.201656698	0.289404961	0.10615611	0	0	0	0
ENSG00000196099	OR6M1	-0.002521163	NA	-0.001220872	NA	NA	NA	NA	NA
ENSG00000196109	ZNF676	-0.016432197	NA	-0.002974883	NA	NA	NA	NA	NA
ENSG00000196110	ZNF699	0.437022236	0.132840256	0.117386562	NA	0	0	0	0
ENSG00000196116	TDRD7	-0.154754882	0.407649406	0.101673083	0.719637293	0	0	0	0
ENSG00000196118	CCDC189	0.03384321	0.945432946	-0.151155618	0.600339415	0	0	0	0
ENSG00000196119	OR8A1	-0.045570783	0.905247958	-0.013185687	0.980908896	NA	NA	NA	NA
ENSG00000196123	KIAA0895L	-0.014900649	0.958171729	0.049113338	0.903109989	0	1	0	1
ENSG00000196126	HLA-DRB1	-0.009493528	NA	-0.001220872	NA	1	0	0	1
ENSG00000196131	VN1R2	0.063070759	0.900834128	0.059345099	NA	NA	NA	NA	NA
ENSG00000196132	MYT1	-0.146250705	0.74079639	-0.191754024	NA	0	0	0	0
ENSG00000196139	AKR1C3	0.735974384	2.68E-10	-0.044677127	0.91242664	0	0	0	0
ENSG00000196141	SPATS2L	-0.239097282	0.047523164	0.097905829	0.667429389	0	0	0	0
ENSG00000196150	ZNF250	0.015680344	0.973311963	-0.015622753	0.976374659	0	0	0	0
ENSG00000196151	WDSUB1	-0.007104243	0.984185071	-0.105355517	0.773269191	0	0	0	0
ENSG00000196152	ZNF79	-0.106478448	0.662160667	-0.115964603	0.701979651	0	0	0	0
ENSG00000196154	S100A4	-0.143653587	0.084448347	0.011272474	0.968733907	0	0	0	0
ENSG00000196155	PLEKHG4	-0.278393543	0.274970535	-0.294893809	0.164600158	0	1	0	1
ENSG00000196159	FAT4	0.053440339	0.689989956	-0.012356244	0.966876808	0	0	0	0
ENSG00000196166	C8orf86	-0.064112083	NA	-0.016325004	NA	0	0	0	0
ENSG00000196167	COLCA1	-0.052478828	0.86110565	0.255150011	0.234322404	0	0	0	0
ENSG00000196172	ZNF681	0.125566613	0.775468086	0.051546848	NA	0	0	0	0
ENSG00000196177	ACADSB	-0.145457116	0.281005967	-0.027914752	0.922922907	0	1	0	1
ENSG00000196182	STK40	0.281421351	0.071570735	-0.026296943	0.951410864	0	0	0	0
ENSG00000196184	OR10J1	-0.036519395	0.943800644	0.046145474	NA	NA	NA	NA	NA
ENSG00000196187	TMEM63A	0.042159775	0.842796622	-0.040316402	0.915446792	0	1	0	1
ENSG00000196188	CTSE	-0.037121989	NA	0.082295199	NA	0	0	0	0
ENSG00000196189	SEMA4A	0.020681147	NA	0.000214097	NA	0	0	0	0
ENSG00000196196	HRCT1	-0.082627561	0.846988623	0.1994759	NA	0	0	0	0
ENSG00000196199	MPHOSPH8	0.027770657	0.912890972	-0.105469368	0.726264408	0	1	0	1
ENSG00000196208	GREB1	0.132930179	0.568560122	-0.000560882	0.998675963	0	0	0	0
ENSG00000196209	SIRPB2	0.288159481	NA	0.040297724	NA	NA	NA	NA	NA
ENSG00000196214	ZNF766	0.029325813	0.942016348	-0.070547563	0.86124378	0	0	0	0
ENSG00000196218	RYR1	0.250433903	0.493499627	0.156694008	0.360036232	0	0	0	0
ENSG00000196220	SRGAP3	0.0808847	0.819973115	-0.110402828	NA	0	0	0	0
ENSG00000196224	KRTAP5-3	NA	NA	0.002287151	NA	NA	NA	NA	NA
ENSG00000196227	FAM217B	-0.045118919	0.885943955	-0.183685243	0.478483107	0	1	0	1
ENSG00000196228	SULT1C3	0.011322479	NA	0.004041162	NA	0	0	0	0
ENSG00000196233	LCOR	-0.241284832	0.01306939	0.021526799	0.943774113	0	1	0	1
ENSG00000196235	SUPT5H	-0.191941445	0.025599986	0.065057949	0.803454125	0	0	0	0
ENSG00000196236	XPNPEP3	0.318815094	0.31902103	-0.164118131	0.545208621	0	0	0	0
ENSG00000196242	OR2C3	0.10939094	0.779692424	0.061948007	NA	NA	NA	NA	NA
ENSG00000196243	LINC00615	-0.078655034	NA	-0.016046016	NA	0	0	0	0
ENSG00000196247	ZNF107	0.221943166	0.257170283	0.179539117	0.486317747	0	0	0	0
ENSG00000196262	PPIA	-0.03916768	0.454009023	-0.076564519	0.388811177	1	0	0	1
ENSG00000196263	ZNF471	0.007742109	0.974814796	-0.006468692	0.989988115	NA	NA	NA	NA
ENSG00000196267	ZNF836	0.161848523	0.68002193	0.182492171	0.518762727	0	0	0	0
ENSG00000196268	ZNF493	0.044678658	0.891354228	-0.04454075	0.920691348	0	0	0	0
ENSG00000196273	LINC00523	NA	NA	0.002287151	NA	0	0	0	0
ENSG00000196275	GTF2IRD2	0.136136239	0.761575461	-0.123888033	NA	0	0	0	0
ENSG00000196277	GRM7	-0.001015744	NA	0.004253639	NA	0	0	0	0
ENSG00000196284	SUPT3H	-0.100504471	0.797790046	0.012121849	0.982612846	0	0	0	0
ENSG00000196289	BECN2	0.014296814	NA	0.001029499	NA	0	0	0	0
ENSG00000196290	NIF3L1	0.08779285	0.783595858	0.085646334	0.80677006	0	0	0	0
ENSG00000196295	AC005154.1	0.258354957	0.088505486	0.185251109	0.42119141	0	0	0	0
ENSG00000196296	ATP2A1	0.378931769	0.269297277	-0.022740711	NA	0	0	0	0
ENSG00000196305	IARS	-0.084249755	0.34850499	-0.115879455	0.335269044	0	0	0	0
ENSG00000196312	MFSD14C	0.799910082	6.46E-05	0.021687194	0.96710442	0	0	0	0
ENSG00000196313	POM121	0.061257651	0.450129504	0.000369642	0.998418746	0	1	1	2
ENSG00000196323	ZBTB44	-0.581130734	8.54E-10	-0.042441892	0.884247614	0	1	0	1
ENSG00000196335	STK31	-0.009493528	NA	-0.001220872	NA	0	0	0	0
ENSG00000196337	CGB7	0.237779787	0.521099813	0.1225423	NA	0	0	0	0
ENSG00000196338	NLGN3	1.170612944	9.88E-11	-0.022307018	NA	0	0	0	0
ENSG00000196341	OR8D1	0.116938061	0.797367429	0.106662085	NA	NA	NA	NA	NA
ENSG00000196350	ZNF729	NA	NA	0.002287151	NA	NA	NA	NA	NA
ENSG00000196352	CD55	0.121122787	0.005498567	0.056971492	0.557937422	0	0	0	0
ENSG00000196353	CPNE4	-0.009493528	NA	-0.001220872	NA	0	0	0	0
ENSG00000196357	ZNF565	0.267190844	0.379137424	0.060348997	NA	0	0	0	0
ENSG00000196358	NTNG2	-0.11846081	NA	0.076761058	NA	0	0	0	0
ENSG00000196361	ELAVL3	0.187354138	0.651720018	0.000215609	NA	0	0	0	0
ENSG00000196363	WDR5	0.069998819	0.413052454	-0.083784448	0.599732537	0	0	0	0
ENSG00000196365	LONP1	0.088060248	0.213114755	-0.049962411	0.783937977	0	0	1	1
ENSG00000196366	C9orf163	0.29011463	0.427054256	0.125469181	NA	0	0	0	0
ENSG00000196367	TRRAP	-0.15604726	0.005480458	-0.054449198	0.640853236	0	0	0	0
ENSG00000196368	NUDT11	0.00438381	NA	NA	NA	NA	NA	NA	NA
ENSG00000196369	SRGAP2B	0.399021332	1.59E-08	-0.131480112	0.540306987	0	0	0	0
ENSG00000196371	FUT4	-0.124771837	0.768241415	0.012571251	NA	0	0	0	0
ENSG00000196372	ASB13	-0.507729513	1.04E-05	-0.13534669	0.561716847	0	0	0	0
ENSG00000196376	SLC35F1	0.002026419	NA	0.046433051	NA	0	1	0	1
ENSG00000196378	ZNF34	0.170628987	0.645248817	-0.080386018	NA	0	0	0	0
ENSG00000196381	ZNF781	0.074394076	NA	NA	NA	0	0	0	0
ENSG00000196387	ZNF140	0.713034678	1.47E-05	0.334062388	0.079653879	0	0	0	0
ENSG00000196388	INCA1	0.131478622	0.77235463	0.004595364	NA	0	0	0	0
ENSG00000196391	ZNF774	-0.237513689	0.340143236	0.175893058	0.51293351	0	0	0	0
ENSG00000196396	PTPN1	0.039069328	0.752867276	0.076176326	0.696750944	0	1	0	1
ENSG00000196405	EVL	0.325155548	0.001518245	0.003937033	0.991032554	0	1	0	1
ENSG00000196407	THEM5	0.030793453	NA	0.001931891	NA	0	0	0	0
ENSG00000196408	NOXO1	0.018261149	NA	0.004041162	NA	0	0	0	0
ENSG00000196411	EPHB4	-0.196689896	0.002441812	0.088060432	0.549897876	1	1	0	2
ENSG00000196415	PRTN3	-0.311917379	NA	0.029986106	NA	0	0	0	0
ENSG00000196417	ZNF765	0.480212221	0.000922981	0.435696678	0.001368167	0	0	0	0
ENSG00000196418	ZNF124	-0.193979612	0.101591043	-0.152096364	0.423468599	0	0	0	0
ENSG00000196419	XRCC6	-0.302333087	9.70E-21	-0.106811037	0.04661534	0	0	0	0
ENSG00000196420	S100A5	0.102862017	NA	-0.056316019	NA	0	0	0	0
ENSG00000196421	C20orf204	0.197596985	0.62657299	-0.020177167	NA	0	0	0	0
ENSG00000196422	PPP1R26	-0.6867652	4.50E-13	-0.07257175	0.795983913	0	1	0	1
ENSG00000196427	NBPF4	1.056807406	1.72E-07	-0.065538636	0.871687935	0	0	0	0
ENSG00000196428	TSC22D2	-0.317098298	0.006085149	-0.089159356	0.713240264	0	1	0	1
ENSG00000196433	ASMT	0.059773462	NA	-0.006950443	NA	NA	NA	NA	NA
ENSG00000196436	NPIPB15	0.340736325	0.256288537	-0.058955926	NA	0	0	0	0
ENSG00000196437	ZNF569	0.419962134	0.110296636	0.07170106	0.857902719	0	0	0	0
ENSG00000196440	ARMCX4	-0.461037097	0.155687727	-0.109488782	NA	0	0	0	0
ENSG00000196449	YRDC	0.116648843	0.341953716	-0.09913588	0.631064206	0	0	0	0
ENSG00000196453	ZNF777	-0.310002339	0.00053816	-0.024969931	0.932700571	0	0	0	0
ENSG00000196455	PIK3R4	-0.056155207	0.757362571	0.144669744	0.390535285	0	1	0	1
ENSG00000196456	ZNF775	-0.47555282	0.108436818	-0.071569529	NA	0	0	0	0
ENSG00000196458	ZNF605	0.831483376	4.36E-10	0.338144294	0.061533237	0	0	0	0
ENSG00000196459	TRAPPC2	0.448653494	0.002368653	-0.051181825	0.900942164	0	0	0	0
ENSG00000196460	RFX8	-0.016432197	NA	-0.001246481	NA	0	0	0	0
ENSG00000196465	MYL6B	-0.173789277	0.187662944	-0.135130154	0.519217025	0	0	0	0
ENSG00000196466	ZNF799	0.361590675	0.219801015	0.161445967	NA	0	0	0	0
ENSG00000196470	SIAH1	-0.302448949	0.042070988	-0.116624053	0.669289689	0	0	0	0
ENSG00000196476	C20orf96	0.581673951	0.019420198	0.112719535	NA	0	0	0	0
ENSG00000196482	ESRRG	0.254988269	0.497013002	-0.063048661	NA	NA	NA	NA	NA
ENSG00000196497	IPO4	-0.096948651	0.407264384	0.065660004	0.70160389	0	0	0	0
ENSG00000196498	NCOR2	0.093412194	0.334164501	0.014667402	0.959891704	0	0	0	0
ENSG00000196502	SULT1A1	0.884488506	1.65E-11	-0.088098223	0.810264229	0	0	0	0
ENSG00000196503	ARL9	0.703376092	0.010934274	0.122131874	NA	0	0	0	0
ENSG00000196504	PRPF40A	-0.219862004	0.000656601	-0.063345397	0.683359806	0	0	0	0
ENSG00000196505	GDAP2	0.184513566	0.093642895	0.174468629	0.128965471	0	1	0	1
ENSG00000196507	TCEAL3	-0.082271104	NA	0.010812837	NA	0	0	0	0
ENSG00000196510	ANAPC7	0.067498762	0.610482525	-0.034799544	0.90284645	0	0	0	0
ENSG00000196511	TPK1	0.656085624	0.001417629	-0.113938172	0.748235874	0	0	0	0
ENSG00000196517	SLC6A9	0.881127995	1.71E-23	0.021009887	0.942846241	0	0	0	0
ENSG00000196526	AFAP1	-0.053435075	0.355988369	-0.002441299	0.989988115	0	1	0	1
